,Airline,Arrival airport,Codesharing,Scheduled departure,delay,iataNumber,status
2331,alaska airlines,ord,True,2023-09-04t23:25:00.000,14.0,as470,active
2333,united airlines,mry,True,2023-09-04t23:25:00.000,19.0,ua5614,active
2336,asiana airlines,icn,True,2023-09-04t23:30:00.000,0.0,oz211,active
2338,united airlines,mel,True,2023-09-04t23:30:00.000,31.0,ua60,active
2340,united airlines,bna,True,2023-09-04t23:30:00.000,45.0,ua283,active
2343,united airlines,phl,True,2023-09-04t23:30:00.000,15.0,ua2630,active
2349,jetblue airways,jfk,True,2023-09-04t23:38:00.000,5.0,b61216,active
2352,delta air lines,atl,True,2023-09-04t23:45:00.000,16.0,dl959,active
2356,united airlines,ord,True,2023-09-04t23:45:00.000,30.0,ua476,active
2357,united airlines,hkg,True,2023-09-04t23:45:00.000,83.0,ua877,active
2358,united airlines,cun,True,2023-09-04t23:45:00.000,9.0,ua1145,active
2359,united airlines,msy,True,2023-09-04t23:45:00.000,10.0,ua1559,active
2362,united airlines,ewr,True,2023-09-04t23:45:00.000,19.0,ua1831,active
2365,united airlines,iah,True,2023-09-04t23:50:00.000,27.0,ua505,active
2367,united airlines,pit,True,2023-09-04t23:50:00.000,36.0,ua1204,active
2369,aeromexico,mex,True,2023-09-04t23:53:00.000,16.0,am665,active
2370,philippine airlines,mnl,True,2023-09-04t23:55:00.000,0.0,pr105,active
2372,united airlines,icn,True,2023-09-04t23:55:00.000,78.0,ua805,active
2376,american airlines,dfw,True,2023-09-04t23:57:00.000,53.0,aa2404,active
2381,american airlines,mia,True,2023-09-04t23:58:00.000,15.0,aa2389,active
2382,american airlines,clt,True,2023-09-04t23:59:00.000,31.0,aa1828,active
2386,american airlines,ord,True,2023-09-04t23:59:00.000,25.0,aa2828,active
2388,frontier airlines,mco,True,2023-09-04t23:59:00.000,9.0,f91262,active
2389,sun country airlines,msp,True,2023-09-04t23:59:00.000,71.0,sy398,active
2393,united airlines,dfw,True,2023-09-04t23:59:00.000,11.0,ua1765,active
2396,united airlines,iah,True,2023-09-05t00:50:00.000,13.0,ua278,active
2399,cathay pacific,hkg,True,2023-09-05t00:55:00.000,12.0,cx873,active
2404,eva air,tpe,True,2023-09-05t01:00:00.000,0.0,br17,active
2406,china airlines,tpe,True,2023-09-05t01:05:00.000,18.0,ci3,active
2408,sa avianca,sal,True,2023-09-05t01:15:00.000,1.0,av561,active
2413,eva air,tpe,True,2023-09-05t01:20:00.000,28.0,br27,active
2416,copa airlines,pty,True,2023-09-05t01:20:00.000,15.0,cm383,active
2418,ana,hnd,True,2023-09-05t01:20:00.000,38.0,nh107,active
2419,air china ltd,pek,True,2023-09-05t01:30:00.000,0.0,ca786,active
2420,asiana airlines,icn,True,2023-09-05t02:30:00.000,0.0,oz285,active
2421,korean air,icn,True,2023-09-05t03:25:00.000,0.0,ke214,active
2422,delta air lines,mtj,True,2023-09-05t04:25:00.000,25.0,dl8872,active
2425,united airlines,iah,True,2023-09-05t05:00:00.000,8.0,ua274,active
2429,united airlines,den,True,2023-09-05t05:00:00.000,10.0,ua2087,active
2434,delta air lines,dtw,True,2023-09-05t05:35:00.000,11.0,dl403,active
2436,american airlines,phx,True,2023-09-05t05:36:00.000,3.0,aa3006,active
2438,frontier airlines,den,True,2023-09-05t05:45:00.000,712.0,f9664,active
2439,southwest airlines,las,True,2023-09-05t05:50:00.000,22.0,wn775,active
2440,american airlines,clt,True,2023-09-05t05:51:00.000,9.0,aa2798,active
2447,american airlines,ord,True,2023-09-05t05:55:00.000,6.0,aa2614,active
2449,american airlines,dfw,True,2023-09-05t06:00:00.000,9.0,aa1198,active
2454,alaska airlines,sea,True,2023-09-05t06:00:00.000,13.0,as1043,active
2455,alaska airlines,pdx,True,2023-09-05t06:00:00.000,14.0,as2090,active
2460,alaska airlines,lax,True,2023-09-05t06:00:00.000,22.0,as3439,active
2467,jetblue airways,bos,True,2023-09-05t06:00:00.000,12.0,b6434,active
2475,jetblue airways,jfk,True,2023-09-05t06:00:00.000,17.0,b6816,active
2480,delta air lines,lax,True,2023-09-05t06:00:00.000,14.0,dl2841,active
2484,delta air lines,slc,True,2023-09-05t06:01:00.000,5.0,dl2356,active
2493,american airlines,jfk,True,2023-09-05t06:03:00.000,15.0,aa234,active
2499,delta air lines,atl,True,2023-09-05t06:10:00.000,9.0,dl690,active
2500,southwest airlines,san,True,2023-09-05t06:10:00.000,13.0,wn1859,active
2503,air canada,yyz,True,2023-09-05t06:15:00.000,13.0,ac736,active
2506,alaska airlines,ewr,True,2023-09-05t06:15:00.000,34.0,as292,active
2512,delta air lines,sea,True,2023-09-05t06:20:00.000,10.0,dl2310,active
2516,united airlines,ord,True,2023-09-05t06:25:00.000,15.0,ua1092,active
2519,american airlines,phl,True,2023-09-05t06:28:00.000,13.0,aa1443,active
2523,delta air lines,msp,True,2023-09-05t06:30:00.000,8.0,dl451,active
2524,united airlines,hkg,True,2023-09-05t06:30:00.000,23.0,ua3936,active
2525,southwest airlines,den,True,2023-09-05t06:35:00.000,10.0,wn2345,active
2527,alaska airlines,sna,True,2023-09-05t06:40:00.000,17.0,as3440,active
2530,air canada,yvr,True,2023-09-05t06:45:00.000,12.0,ac8843,active
2534,united airlines,den,True,2023-09-05t06:45:00.000,7.0,ua2312,active
2542,delta air lines,jfk,True,2023-09-05t06:55:00.000,21.0,dl315,active
2543,american airlines,clt,True,2023-09-05t07:00:00.000,7.0,aa1960,active
2546,alaska airlines,jfk,True,2023-09-05t07:00:00.000,18.0,as28,active
2549,alaska airlines,hnl,True,2023-09-05t07:00:00.000,5.0,as870,active
2553,alaska airlines,sea,True,2023-09-05t07:00:00.000,9.0,as1145,active
2561,united airlines,ewr,True,2023-09-05t07:00:00.000,13.0,ua1411,active
2562,southwest airlines,lax,True,2023-09-05t07:00:00.000,7.0,wn3550,active
2566,alaska airlines,las,True,2023-09-05t07:05:00.000,13.0,as3384,active
2567,hawaiian airlines,ogg,True,2023-09-05t07:10:00.000,10.0,ha41,active
2572,alaska airlines,lax,True,2023-09-05t07:15:00.000,15.0,as1308,active
2573,jetblue airways,lax,True,2023-09-05t07:15:00.000,7.0,b62835,active
2576,american airlines,dfw,True,2023-09-05t07:26:00.000,5.0,aa2904,active
2580,alaska airlines,aus,True,2023-09-05t07:30:00.000,4.0,as512,active
2581,southwest airlines,phx,True,2023-09-05t07:30:00.000,11.0,wn3837,active
2585,westjet,yyc,True,2023-09-05t07:30:00.000,26.0,ws1521,active
2590,alaska airlines,bos,True,2023-09-05t07:40:00.000,12.0,as356,active
2593,united airlines,iah,True,2023-09-05t07:40:00.000,14.0,ua2009,active
2601,delta air lines,atl,True,2023-09-05t07:50:00.000,9.0,dl452,active
2604,united airlines,lax,True,2023-09-05t07:50:00.000,11.0,ua1331,active
2608,air canada,yul,True,2023-09-05t08:00:00.000,65.0,ac760,active
2614,american airlines,mia,True,2023-09-05t08:02:00.000,8.0,aa651,active
2615,alaska airlines,sna,True,2023-09-05t08:05:00.000,6.0,as3450,active
2618,united airlines,sna,True,2023-09-05t08:06:00.000,78.0,ua4776,active
2621,alaska airlines,dca,True,2023-09-05t08:15:00.000,34.0,as8,active
2622,southwest airlines,san,True,2023-09-05t08:15:00.000,11.0,wn5997,active
2627,united airlines,pdx,True,2023-09-05t08:25:00.000,14.0,ua746,active
2630,united airlines,bos,True,2023-09-05t08:25:00.000,15.0,ua1499,active
2638,united airlines,ord,True,2023-09-05t08:25:00.000,19.0,ua2145,active
2645,united airlines,iad,True,2023-09-05t08:25:00.000,26.0,ua2243,active
2647,united airlines,rno,True,2023-09-05t08:25:00.000,5.0,ua5409,active
2651,united airlines,smf,True,2023-09-05t08:25:00.000,9.0,ua5507,active
2653,united airlines,ont,True,2023-09-05t08:26:00.000,16.0,ua5654,active
2654,american airlines,phx,True,2023-09-05t08:28:00.000,10.0,aa2411,active
2658,united airlines,yvr,True,2023-09-05t08:30:00.000,43.0,ua784,active
2659,united airlines,cmh,True,2023-09-05t08:30:00.000,23.0,ua1263,active
2665,united airlines,ewr,True,2023-09-05t08:30:00.000,33.0,ua1442,active
2668,united airlines,dca,True,2023-09-05t08:30:00.000,16.0,ua1954,active
2670,united airlines,bur,True,2023-09-05t08:30:00.000,155.0,ua5920,active
2672,united airlines,pit,True,2023-09-05t08:32:00.000,36.0,ua2481,active
2675,jetblue airways,fll,True,2023-09-05t08:35:00.000,2.0,b6578,active
2681,delta air lines,lax,True,2023-09-05t08:35:00.000,5.0,dl2614,active
2684,united airlines,lih,True,2023-09-05t08:38:00.000,7.0,ua1111,active
2690,air canada,yyz,True,2023-09-05t08:40:00.000,39.0,ac738,active
2691,united airlines,tpa,True,2023-09-05t08:41:00.000,20.0,ua573,active
2694,united airlines,sba,True,2023-09-05t08:45:00.000,9.0,ua5905,active
2695,united airlines,cun,True,2023-09-05t08:46:00.000,17.0,ua1679,active
2698,united airlines,san,True,2023-09-05t08:47:00.000,19.0,ua1041,active
2704,american airlines,dfw,True,2023-09-05t08:49:00.000,9.0,aa2807,active
2706,alaska airlines,pae,True,2023-09-05t08:50:00.000,15.0,as2138,active
2708,united airlines,psp,True,2023-09-05t08:50:00.000,97.0,ua5466,active
2713,united airlines,las,True,2023-09-05t08:51:00.000,17.0,ua2682,active
2717,united airlines,den,True,2023-09-05t08:54:00.000,19.0,ua1826,active
2720,alaska airlines,mco,True,2023-09-05t08:55:00.000,21.0,as368,active
2724,alaska airlines,lax,True,2023-09-05t08:55:00.000,15.0,as3430,active
2725,united airlines,sbp,True,2023-09-05t08:55:00.000,136.0,ua5410,active
2727,frontier airlines,ont,True,2023-09-05t08:56:00.000,17.0,f92756,active
2732,united airlines,fat,True,2023-09-05t08:56:00.000,64.0,ua5299,active
2734,united airlines,boi,True,2023-09-05t08:56:00.000,14.0,ua5339,active
2736,frontier airlines,las,True,2023-09-05t08:57:00.000,19.0,f92082,active
2738,united airlines,koa,True,2023-09-05t09:00:00.000,17.0,ua1721,active
2742,united airlines,lax,True,2023-09-05t09:00:00.000,90.0,ua2123,active
2745,united airlines,tus,True,2023-09-05t09:00:00.000,21.0,ua5217,active
2746,southwest airlines,bur,True,2023-09-05t09:00:00.000,19.0,wn477,active
2747,united airlines,hkg,True,2023-09-05t09:00:00.000,48.0,ua3949,active
2750,united airlines,iah,True,2023-09-05t09:04:00.000,24.0,ua299,active
2752,united airlines,ogg,True,2023-09-05t09:05:00.000,19.0,ua1832,active
2757,united airlines,mco,True,2023-09-05t09:06:00.000,19.0,ua1997,active
2761,united airlines,aus,True,2023-09-05t09:08:00.000,15.0,ua1107,active
2763,united airlines,sjd,True,2023-09-05t09:10:00.000,13.0,ua1189,active
2767,united airlines,slc,True,2023-09-05t09:10:00.000,30.0,ua5872,active
2774,american airlines,lax,True,2023-09-05t09:15:00.000,35.0,aa3179,active
2775,southwest airlines,den,True,2023-09-05t09:15:00.000,6.0,wn3245,active
2778,united airlines,sna,True,2023-09-05t09:17:00.000,0.0,ua5415,active
2781,united airlines,hnl,True,2023-09-05t09:20:00.000,40.0,ua1175,active
2785,united airlines,sea,True,2023-09-05t09:23:00.000,28.0,ua1986,active
2788,hawaiian airlines,hnl,True,2023-09-05t09:25:00.000,21.0,ha11,active
2791,alaska airlines,ewr,True,2023-09-05t09:30:00.000,18.0,as294,active
2795,alaska airlines,ogg,True,2023-09-05t09:35:00.000,16.0,as879,active
2796,southwest airlines,lax,True,2023-09-05t09:35:00.000,13.0,wn3682,active
2803,delta air lines,jfk,True,2023-09-05t09:36:00.000,22.0,dl2564,active
2807,alaska airlines,pdx,True,2023-09-05t09:45:00.000,21.0,as3315,active
2809,alaska airlines,san,True,2023-09-05t09:45:00.000,27.0,as3466,active
2811,united airlines,bwi,True,2023-09-05t09:48:00.000,57.0,ua2603,active
2814,united airlines,rdu,True,2023-09-05t09:53:00.000,68.0,ua689,active
2821,delta air lines,slc,True,2023-09-05t10:00:00.000,60.0,dl976,active
2825,delta air lines,sea,True,2023-09-05t10:15:00.000,52.0,dl2399,active
2826,southwest airlines,san,True,2023-09-05t10:20:00.000,25.0,wn992,active
2831,alaska airlines,iad,True,2023-09-05t10:35:00.000,6.0,as434,active
2836,united airlines,lax,True,2023-09-05t10:35:00.000,41.0,ua565,active
2840,united airlines,phx,True,2023-09-05t10:35:00.000,42.0,ua731,active
2842,united airlines,eug,True,2023-09-05t10:35:00.000,45.0,ua788,active
2844,united airlines,icn,True,2023-09-05t10:35:00.000,46.0,ua893,active
2845,united airlines,rdm,True,2023-09-05t10:35:00.000,31.0,ua1881,active
2846,united airlines,psc,True,2023-09-05t10:35:00.000,26.0,ua5230,active
2849,united airlines,slc,True,2023-09-05t10:35:00.000,15.0,ua5462,active
2852,jetblue airways,jfk,True,2023-09-05t10:40:00.000,10.0,b62116,active
2856,united airlines,sna,True,2023-09-05t10:40:00.000,17.0,ua360,active
2858,united airlines,hnd,True,2023-09-05t10:40:00.000,41.0,ua875,active
2861,united airlines,mex,True,2023-09-05t10:40:00.000,40.0,ua1271,active
2863,united airlines,mfr,True,2023-09-05t10:40:00.000,27.0,ua1533,active
2867,united airlines,yvr,True,2023-09-05t10:40:00.000,66.0,ua2051,active
2873,united airlines,ord,True,2023-09-05t10:42:00.000,40.0,ua2230,active
2877,united airlines,pdx,True,2023-09-05t10:43:00.000,63.0,ua1942,active
2879,alaska airlines,jfk,True,2023-09-05t10:45:00.000,25.0,as30,active
2882,delta air lines,msp,True,2023-09-05t10:45:00.000,7.0,dl1426,active
2885,united airlines,bos,True,2023-09-05t10:45:00.000,36.0,ua549,active
2887,united airlines,sba,True,2023-09-05t10:45:00.000,56.0,ua611,active
2892,jetblue airways,bos,True,2023-09-05t10:47:00.000,17.0,b6334,active
2896,united airlines,dfw,True,2023-09-05t10:47:00.000,33.0,ua1240,active
2899,united airlines,san,True,2023-09-05t10:47:00.000,33.0,ua2669,active
2903,united airlines,las,True,2023-09-05t10:48:00.000,16.0,ua1961,active
2905,united airlines,kix,True,2023-09-05t10:50:00.000,33.0,ua35,active
2908,united airlines,cle,True,2023-09-05t10:52:00.000,20.0,ua1717,active
2911,united airlines,yyc,True,2023-09-05t10:52:00.000,48.0,ua2462,active
2913,united airlines,acv,True,2023-09-05t10:55:00.000,164.0,ua5966,active
2922,american airlines,jfk,True,2023-09-05t10:56:00.000,18.0,aa16,active
2925,united airlines,atl,True,2023-09-05t10:56:00.000,51.0,ua277,active
2933,delta air lines,lax,True,2023-09-05t10:59:00.000,8.0,dl2581,active
2936,american airlines,phl,True,2023-09-05t11:00:00.000,34.0,aa2661,active
2942,united airlines,ewr,True,2023-09-05t11:00:00.000,45.0,ua1074,active
2945,united airlines,iad,True,2023-09-05t11:05:00.000,48.0,ua487,active
2949,united airlines,aus,True,2023-09-05t11:05:00.000,30.0,ua1726,active
2953,united airlines,den,True,2023-09-05t11:05:00.000,58.0,ua1999,active
2955,united airlines,bna,True,2023-09-05t11:05:00.000,32.0,ua2183,active
2958,united airlines,mry,True,2023-09-05t11:05:00.000,16.0,ua5479,active
2959,united airlines,sbp,True,2023-09-05t11:06:00.000,19.0,ua5342,active
2961,united airlines,msp,True,2023-09-05t11:09:00.000,22.0,ua693,active
2962,united airlines,sin,True,2023-09-05t11:10:00.000,65.0,ua29,active
2964,united airlines,bfl,True,2023-09-05t11:13:00.000,21.0,ua4671,active
2967,united airlines,abq,True,2023-09-05t11:14:00.000,68.0,ua246,active
2970,united airlines,msy,True,2023-09-05t11:14:00.000,54.0,ua2296,active
2974,alaska airlines,sea,True,2023-09-05t11:15:00.000,23.0,as1289,active
2978,united airlines,sea,True,2023-09-05t11:15:00.000,71.0,ua2315,active
2979,southwest airlines,den,True,2023-09-05t11:25:00.000,17.0,wn4029,active
2985,american airlines,lax,True,2023-09-05t11:30:00.000,32.0,aa3028,active
2988,singapore airlines,sin,True,2023-09-05t11:30:00.000,30.0,sq31,active
2992,united airlines,iah,True,2023-09-05t11:30:00.000,85.0,ua382,active
2993,united airlines,oth,True,2023-09-05t11:30:00.000,95.0,ua5595,active
2997,american airlines,dfw,True,2023-09-05t11:36:00.000,16.0,aa1442,active
3001,alaska airlines,hnl,True,2023-09-05t11:40:00.000,6.0,as877,active
3002,alaska airlines,sna,True,2023-09-05t11:40:00.000,12.0,as3404,active
3003,southwest airlines,bur,True,2023-09-05t11:40:00.000,2.0,wn2319,active
3010,delta air lines,jfk,True,2023-09-05t11:41:00.000,29.0,dl487,active
3016,jetblue airways,jfk,True,2023-09-05t11:42:00.000,25.0,b6416,active
3018,united airlines,bzn,True,2023-09-05t11:43:00.000,52.0,ua4649,active
3020,united airlines,nrt,True,2023-09-05t11:45:00.000,18.0,ua837,active
3022,aer lingus,dub,True,2023-09-04t17:45:00.000,30.0,ei960,active
3023,alaska airlines,lax,True,2023-09-04t18:00:00.000,18.0,as9804,active
3024,netjets aviation,sjc,True,2023-09-04t18:09:00.000,0.0,1i616,active
3025,flexjet,guc,True,2023-09-04t18:19:00.000,10.0,lxj595,active
3026,netjets aviation,sts,True,2023-09-04t18:30:00.000,24.0,1i438,active
3027,netjets aviation,sbp,True,2023-09-04t18:30:00.000,0.0,1i579,active
3028,airsmart,vgt,True,2023-09-04t18:00:00.000,11.0,,active
3029,netjets aviation,sjc,True,2023-09-04t20:00:00.000,6.0,1i753,active
3030,united airlines,sat,True,2023-09-04t18:25:00.000,11.0,ua8102,active
3031,air canada,yvr,True,2023-09-04t19:25:00.000,8.0,ac841,active
3032,united airlines,rno,True,2023-09-04t22:50:00.000,588.0,ua2917,active
3033,air india,blr,True,2023-09-04t23:00:00.000,32.0,ai176,active
3034,ati,cvg,True,2023-09-05t01:58:00.000,15.0,8c3390,active
3035,flexjet,guc,True,2023-09-05t05:37:00.000,39.0,lxj595,active
3036,netjets aviation,bjc,True,2023-09-05t06:30:00.000,29.0,1i834,active
3037,netjets aviation,tex,True,2023-09-05t06:48:00.000,3.0,1i761,active
3039,netjets aviation,stl,True,2023-09-05t07:30:00.000,15.0,1i365,active
3040,flexjet,san,True,2023-09-05t07:31:00.000,33.0,lxj454,active
3041,netjets aviation,sun,True,2023-09-05t08:00:00.000,7.0,1i323,active
3042,netjets aviation,vny,True,2023-09-05t08:30:00.000,0.0,1i776,active
3044,airsprint,san,True,2023-09-05t09:10:00.000,28.0,,active
3045,netjets aviation,bur,True,2023-09-05t09:15:00.000,0.0,1i521,active
3046,netjets aviation,teb,True,2023-09-05t09:30:00.000,0.0,1i834,active
3047,netjets aviation,lax,True,2023-09-05t10:00:00.000,0.0,1i228,active
3048,air india,del,True,2023-09-05t10:30:00.000,10.0,ai174,active
3049,southwest airlines,las,True,2023-09-05t10:30:00.000,20.0,wn2454,active
3050,netjets aviation,bfi,True,2023-09-05t10:54:00.000,0.0,1i776,active
3056,air canada,yyz,True,2023-09-05t11:55:00.000,17.0,ac740,active
3059,alaska airlines,sjd,True,2023-09-05t11:55:00.000,9.0,as1428,active
3065,delta air lines,atl,True,2023-09-05t11:57:00.000,19.0,dl916,active
3066,china eastern airlines,pvg,True,2023-09-05t12:00:00.000,0.0,mu590,active
3070,delta air lines,dtw,True,2023-09-05t12:05:00.000,19.0,dl361,active
3071,breeze airways,ric,True,2023-09-05t12:10:00.000,22.0,mx237,active
3076,alaska airlines,lax,True,2023-09-05t12:15:00.000,13.0,as3480,active
3079,ana,nrt,True,2023-09-05t12:15:00.000,31.0,nh7,active
3085,american airlines,dfw,True,2023-09-05t12:19:00.000,7.0,aa2387,active
3089,jal,hnd,True,2023-09-05t12:20:00.000,9.0,jl1,active
3091,united airlines,bur,True,2023-09-05t12:22:00.000,23.0,ua5329,active
3094,delta air lines,msp,True,2023-09-05t12:24:00.000,17.0,dl2556,active
3100,alaska airlines,las,True,2023-09-05t12:30:00.000,8.0,as2068,active
3103,alaska airlines,san,True,2023-09-05t12:30:00.000,13.0,as3385,active
3105,jetblue airways,lax,True,2023-09-05t12:30:00.000,6.0,b62735,active
3108,american airlines,phx,True,2023-09-05t12:31:00.000,10.0,aa2016,active
3110,alaska airlines,ord,True,2023-09-05t12:35:00.000,12.0,as332,active
3112,korean air,icn,True,2023-09-05t12:40:00.000,12.0,ke24,active
3113,frontier airlines,mdw,True,2023-09-05t12:47:00.000,8.0,f92482,active
3116,air canada,yul,True,2023-09-05t12:50:00.000,52.0,ac762,active
3120,united airlines,bos,True,2023-09-05t12:55:00.000,35.0,ua2652,active
3121,united airlines,rdd,True,2023-09-05t12:55:00.000,74.0,ua5619,active
3125,eva air,tpe,True,2023-09-05t13:00:00.000,25.0,br7,active
3132,united airlines,ord,True,2023-09-05t13:00:00.000,33.0,ua242,active
3136,united airlines,iah,True,2023-09-05t13:00:00.000,61.0,ua1007,active
3142,united airlines,ewr,True,2023-09-05t13:00:00.000,28.0,ua1770,active
3147,united airlines,den,True,2023-09-05t13:00:00.000,55.0,ua2368,active
3149,united airlines,acv,True,2023-09-05t13:00:00.000,135.0,ua5385,active
3153,united airlines,smf,True,2023-09-05t13:00:00.000,25.0,ua5992,active
3157,american airlines,mia,True,2023-09-05t13:01:00.000,7.0,aa2045,active
3161,air canada,yvr,True,2023-09-05t13:05:00.000,42.0,ac567,active
3163,delta air lines,bos,True,2023-09-05t13:05:00.000,7.0,dl977,active
3171,delta air lines,lax,True,2023-09-05t13:05:00.000,0.0,dl2272,active
3172,sun country airlines,msp,True,2023-09-05t13:05:00.000,11.0,sy392,active
3178,united airlines,pdx,True,2023-09-05t13:05:00.000,30.0,ua205,active
3183,united airlines,aus,True,2023-09-05t13:05:00.000,16.0,ua1116,active
3184,southwest airlines,lax,True,2023-09-05t13:05:00.000,22.0,wn3844,active
3187,united airlines,psp,True,2023-09-05t13:06:00.000,20.0,ua4808,active
3189,aeromexico,mex,True,2023-09-05t13:09:00.000,15.0,am669,active
3194,american airlines,jfk,True,2023-09-05t13:10:00.000,13.0,aa368,active
3200,alaska airlines,sea,True,2023-09-05t13:10:00.000,8.0,as1225,active
3205,westjet,yyc,True,2023-09-05t13:10:00.000,36.0,ws1509,active
3208,united airlines,mex,True,2023-09-05t13:15:00.000,73.0,ua821,active
3212,united airlines,iad,True,2023-09-05t13:15:00.000,33.0,ua2667,active
3217,united airlines,san,True,2023-09-05t13:16:00.000,30.0,ua2041,active
3223,united airlines,las,True,2023-09-05t13:17:00.000,44.0,ua2678,active
3227,united airlines,sna,True,2023-09-05t13:20:00.000,16.0,ua338,active
3228,southwest airlines,las,True,2023-09-05t13:20:00.000,10.0,wn1522,active
3235,american airlines,ord,True,2023-09-05t13:22:00.000,15.0,aa1653,active
3237,alaska airlines,dal,True,2023-09-05t13:25:00.000,16.0,as416,active
3238,united airlines,ppt,True,2023-09-05t13:25:00.000,69.0,ua115,active
3240,turkish airlines,ist,True,2023-09-05t13:30:00.000,90.0,tk290,active
3241,netjets aviation,oak,True,2023-09-05t13:33:00.000,0.0,1i115,active
3244,alaska airlines,sna,True,2023-09-05t13:35:00.000,9.0,as3396,active
3246,frontier airlines,las,True,2023-09-05t13:36:00.000,5.0,f92080,active
3250,united airlines,rno,True,2023-09-05t13:36:00.000,57.0,ua5707,active
3253,united airlines,muc,True,2023-09-05t13:40:00.000,32.0,ua194,active
3256,united airlines,fat,True,2023-09-05t13:40:00.000,72.0,ua5349,active
3260,delta air lines,slc,True,2023-09-05t13:45:00.000,5.0,dl2414,active
3264,united airlines,yvr,True,2023-09-05t13:49:00.000,28.0,ua5543,active
3268,klm,ams,True,2023-09-05t13:50:00.000,22.0,kl606,active
3275,american airlines,dfw,True,2023-09-05t13:53:00.000,11.0,aa2405,active
3280,delta air lines,sea,True,2023-09-05t13:55:00.000,12.0,dl3885,active
3283,jal,nrt,True,2023-09-05t13:55:00.000,5.0,jl57,active
3287,united airlines,boi,True,2023-09-05t13:58:00.000,11.0,ua2220,active
3291,jetblue airways,bos,True,2023-09-05t13:59:00.000,29.0,b6534,active
3296,delta air lines,atl,True,2023-09-05t14:00:00.000,15.0,dl437,active
3301,delta air lines,jfk,True,2023-09-05t14:00:00.000,16.0,dl806,active
3305,united airlines,fra,True,2023-09-05t14:00:00.000,77.0,ua58,active
3306,netjets aviation,sjc,True,2023-09-05t12:18:00.000,0.0,1i742,active
3307,flexjet,sna,True,2023-09-05t13:23:00.000,0.0,lxj433,active
3313,united airlines,lax,True,2023-09-05t14:00:00.000,11.0,ua1312,active
3314,netjets aviation,teb,True,2023-09-05t14:00:00.000,20.0,1i180,active
3315,netjets aviation,mmh,True,2023-09-05t14:00:00.000,19.0,1i382,active
3317,united airlines,ont,True,2023-09-05t14:08:00.000,12.0,ua4787,active
3319,sa avianca,sal,True,2023-09-05t14:10:00.000,0.0,av563,active
3322,jetblue airways,jfk,True,2023-09-05t14:10:00.000,35.0,b6616,active
3327,united airlines,hnl,True,2023-09-05t14:10:00.000,25.0,ua300,active
3330,alaska airlines,jfk,True,2023-09-05t14:20:00.000,148.0,as20,active
3333,united airlines,zrh,True,2023-09-05t14:20:00.000,30.0,ua44,active
3334,united airlines,tpe,True,2023-09-05t14:20:00.000,38.0,ua871,active
3339,united airlines,den,True,2023-09-05t14:25:00.000,28.0,ua1823,active
3340,alaska airlines,rdm,True,2023-09-05t14:30:00.000,13.0,as2077,active
3341,alaska airlines,pae,True,2023-09-05t14:30:00.000,19.0,as2110,active
3343,frontier airlines,den,True,2023-09-05t14:30:00.000,9.0,f9662,active
3346,united airlines,ewr,True,2023-09-05t14:30:00.000,46.0,ua1428,active
3347,southwest airlines,den,True,2023-09-05t14:35:00.000,42.0,wn1102,active
3350,alaska airlines,san,True,2023-09-05t14:40:00.000,9.0,as3482,active
3355,lufthansa,fra,True,2023-09-05t14:40:00.000,47.0,lh455,active
3357,delta air lines,dtw,True,2023-09-05t14:45:00.000,27.0,dl404,active
3358,alaska airlines,phx,True,2023-09-05t14:50:00.000,7.0,as3464,active
3363,united airlines,cdg,True,2023-09-05t14:50:00.000,35.0,ua990,active
3367,air france,cdg,True,2023-09-05t14:55:00.000,34.0,af83,active
3370,united airlines,ams,True,2023-09-05t14:55:00.000,38.0,ua968,active
3373,united airlines,iah,True,2023-09-05t14:55:00.000,15.0,ua1435,active
3378,alaska airlines,sea,True,2023-09-05t15:00:00.000,45.0,as1059,active
3383,united airlines,ord,True,2023-09-05t15:03:00.000,21.0,ua2627,active
3385,air canada,yeg,True,2023-09-05t15:05:00.000,32.0,ac8558,active
3388,jetblue airways,bos,True,2023-09-05t15:05:00.000,30.0,b61734,active
3389,southwest airlines,lax,True,2023-09-05t15:10:00.000,12.0,wn351,active
3393,alaska airlines,lax,True,2023-09-05t15:15:00.000,70.0,as3499,active
3398,alaska airlines,psp,True,2023-09-05t15:25:00.000,0.0,as3392,active
3406,united airlines,lax,True,2023-09-05t15:25:00.000,49.0,ua1008,active
3407,norse,lgw,True,2023-09-05t15:25:00.000,21.0,n0732,active
3409,jetblue airways,jfk,True,2023-09-05t15:30:00.000,10.0,b62416,active
3410,netjets aviation,smf,True,2023-09-05t15:30:00.000,18.0,1i846,active
3411,southwest airlines,phx,True,2023-09-05t15:35:00.000,8.0,wn1303,active
3412,southwest airlines,bur,True,2023-09-05t15:40:00.000,17.0,wn2689,active
3414,air caraibes,ory,True,2023-09-05t15:50:00.000,70.0,tx715,active
3419,westjet,yvr,True,2023-09-05t15:50:00.000,7.0,ws1775,active
3421,alaska airlines,sna,True,2023-09-05t16:00:00.000,18.0,as3492,active
3428,united airlines,lhr,True,2023-09-05t16:00:00.000,14.0,ua948,active
3434,united airlines,den,True,2023-09-05t16:04:00.000,24.0,ua1821,active
3436,delta air lines,msp,True,2023-09-05t16:05:00.000,8.0,dl1082,active
3442,delta air lines,lax,True,2023-09-05t16:09:00.000,12.0,dl2267,active
