,Airline,Arrival airport,Codesharing,Scheduled departure,delay,iataNumber,status
7751,delta air lines,msp,True,2023-09-07t23:45:00.000,11.0,dl8772,active
7753,united airlines,icn,True,2023-09-07t23:45:00.000,41.0,ua805,active
7756,united airlines,ewr,True,2023-09-07t23:45:00.000,60.0,ua1831,active
7758,united airlines,mel,True,2023-09-07t23:50:00.000,44.0,ua60,active
7760,aeromexico,mex,True,2023-09-07t23:53:00.000,39.0,am665,active
7766,american airlines,mia,True,2023-09-07t23:55:00.000,24.0,aa2389,active
7769,delta air lines,atl,True,2023-09-07t23:55:00.000,33.0,dl959,active
7770,philippine airlines,mnl,True,2023-09-07t23:55:00.000,41.0,pr105,active
7775,united airlines,ord,True,2023-09-07t23:56:00.000,20.0,ua402,active
7779,american airlines,dfw,True,2023-09-07t23:57:00.000,21.0,aa2404,active
7784,jetblue airways,jfk,True,2023-09-07t23:59:00.000,26.0,b61216,active
7786,united airlines,bwi,True,2023-09-07t23:59:00.000,23.0,ua643,active
7789,united airlines,iah,True,2023-09-08t00:50:00.000,16.0,ua278,active
7792,cathay pacific,hkg,True,2023-09-08t00:55:00.000,0.0,cx873,active
7797,eva air,tpe,True,2023-09-08t01:00:00.000,21.0,br17,active
7799,china airlines,tpe,True,2023-09-08t01:05:00.000,29.0,ci3,active
7801,sa avianca,sal,True,2023-09-08t01:15:00.000,1.0,av561,active
7806,eva air,tpe,True,2023-09-08t01:20:00.000,33.0,br27,active
7809,copa airlines,pty,True,2023-09-08t01:20:00.000,20.0,cm383,active
7811,ana,hnd,True,2023-09-08t01:20:00.000,27.0,nh107,active
7812,air china ltd,pek,True,2023-09-08t01:30:00.000,0.0,ca786,active
7813,korean air,icn,True,2023-09-08t03:25:00.000,139.0,ke214,active
7814,private owner,vny,True,2023-09-07t17:00:00.000,29.0,,active
7815,netjets aviation,apa,True,2023-09-07t17:30:00.000,1.0,1i529,active
7816,netjets aviation,bfi,True,2023-09-07t17:30:00.000,20.0,1i844,active
7817,netjets aviation,smo,True,2023-09-07t18:00:00.000,20.0,1i458,active
7818,fedex,mem,True,2023-09-07t19:07:00.000,0.0,fx1345,active
7819,netjets aviation,vny,True,2023-09-07t21:30:00.000,20.0,1i848,active
7820,netjets aviation,las,True,2023-09-07t23:09:00.000,0.0,1i458,active
7823,united airlines,iah,True,2023-09-08t05:00:00.000,13.0,ua274,active
7827,united airlines,den,True,2023-09-08t05:00:00.000,18.0,ua2087,active
7831,united airlines,ord,True,2023-09-08t05:15:00.000,7.0,ua2631,active
7836,delta air lines,dtw,True,2023-09-08t05:35:00.000,15.0,dl403,active
7838,frontier airlines,den,True,2023-09-08t05:45:00.000,7.0,f9664,active
7839,southwest airlines,den,True,2023-09-08t05:45:00.000,10.0,wn2345,active
7840,american airlines,clt,True,2023-09-08t05:49:00.000,14.0,aa2910,active
7842,american airlines,dfw,True,2023-09-08t06:00:00.000,14.0,aa1198,active
7849,american airlines,ord,True,2023-09-08t06:00:00.000,11.0,aa2614,active
7851,alaska airlines,pdx,True,2023-09-08t06:00:00.000,5.0,as3355,active
7855,alaska airlines,lax,True,2023-09-08t06:00:00.000,11.0,as3439,active
7857,alaska airlines,sna,True,2023-09-08t06:00:00.000,12.0,as3440,active
7861,jetblue airways,bos,True,2023-09-08t06:00:00.000,4.0,b6434,active
7874,delta air lines,lax,True,2023-09-08t06:00:00.000,7.0,dl2841,active
7878,delta air lines,slc,True,2023-09-08t06:01:00.000,12.0,dl2356,active
7881,american airlines,phl,True,2023-09-08t06:05:00.000,10.0,aa1443,active
7882,southwest airlines,san,True,2023-09-08t06:05:00.000,20.0,wn1859,active
7884,alaska airlines,san,True,2023-09-08t06:10:00.000,9.0,as3443,active
7890,delta air lines,atl,True,2023-09-08t06:10:00.000,14.0,dl690,active
7897,american airlines,jfk,True,2023-09-08t06:15:00.000,7.0,aa234,active
7900,air canada,yyz,True,2023-09-08t06:15:00.000,13.0,ac736,active
7902,alaska airlines,ewr,True,2023-09-08t06:15:00.000,32.0,as292,active
7905,united airlines,san,True,2023-09-08t06:15:00.000,7.0,ua1788,active
7911,delta air lines,sea,True,2023-09-08t06:20:00.000,10.0,dl2310,active
7916,united airlines,ord,True,2023-09-08t06:25:00.000,10.0,ua1092,active
7917,southwest airlines,las,True,2023-09-08t06:25:00.000,6.0,wn1627,active
7921,delta air lines,msp,True,2023-09-08t06:30:00.000,8.0,dl451,active
7924,air canada,yvr,True,2023-09-08t06:45:00.000,9.0,ac563,active
7928,united airlines,den,True,2023-09-08t06:45:00.000,14.0,ua2312,active
7930,air transat,yul,True,2023-09-08t06:50:00.000,12.0,ts235,active
7931,southwest airlines,phx,True,2023-09-08t06:50:00.000,8.0,wn3837,active
7934,alaska airlines,las,True,2023-09-08t06:55:00.000,5.0,as3359,active
7942,delta air lines,jfk,True,2023-09-08t06:55:00.000,21.0,dl315,active
7943,american airlines,clt,True,2023-09-08t07:00:00.000,12.0,aa1960,active
7946,alaska airlines,jfk,True,2023-09-08t07:00:00.000,10.0,as28,active
7950,alaska airlines,hnl,True,2023-09-08t07:00:00.000,32.0,as819,active
7956,alaska airlines,sea,True,2023-09-08t07:00:00.000,8.0,as1145,active
7961,alaska airlines,lax,True,2023-09-08t07:00:00.000,4.0,as1308,active
7969,united airlines,ewr,True,2023-09-08t07:00:00.000,36.0,ua1411,active
7970,hawaiian airlines,ogg,True,2023-09-08t07:05:00.000,10.0,ha41,active
7972,jetblue airways,lax,True,2023-09-08t07:10:00.000,12.0,b62435,active
7973,southwest airlines,bur,True,2023-09-08t07:10:00.000,7.0,wn2689,active
7977,westjet,yyc,True,2023-09-08t07:30:00.000,9.0,ws1521,active
7982,alaska airlines,bos,True,2023-09-08t07:40:00.000,13.0,as356,active
7986,alaska airlines,aus,True,2023-09-08t07:40:00.000,12.0,as512,active
7989,alaska airlines,ord,True,2023-09-08t07:40:00.000,10.0,as598,active
7992,united airlines,iah,True,2023-09-08t07:40:00.000,5.0,ua2009,active
7993,southwest airlines,lax,True,2023-09-08t07:40:00.000,13.0,wn3844,active
7996,american airlines,dfw,True,2023-09-08t07:46:00.000,9.0,aa2904,active
8004,delta air lines,atl,True,2023-09-08t07:50:00.000,12.0,dl452,active
8007,united airlines,lax,True,2023-09-08t07:50:00.000,10.0,ua1331,active
8014,american airlines,mia,True,2023-09-08t08:00:00.000,16.0,aa651,active
8016,american airlines,phx,True,2023-09-08t08:00:00.000,20.0,aa2411,active
8021,air canada,yul,True,2023-09-08t08:00:00.000,30.0,ac760,active
8024,alaska airlines,dca,True,2023-09-08t08:00:00.000,3.0,as8,active
8029,alaska airlines,iad,True,2023-09-08t08:00:00.000,6.0,as434,active
8030,southwest airlines,den,True,2023-09-08t08:05:00.000,13.0,wn3245,active
8033,united airlines,sna,True,2023-09-08t08:06:00.000,15.0,ua4776,active
8034,alaska airlines,sna,True,2023-09-08t08:09:00.000,0.0,as3450,active
8039,united airlines,pdx,True,2023-09-08t08:25:00.000,11.0,ua746,active
8042,united airlines,bos,True,2023-09-08t08:25:00.000,15.0,ua1499,active
8051,united airlines,ord,True,2023-09-08t08:25:00.000,20.0,ua2145,active
8058,united airlines,iad,True,2023-09-08t08:25:00.000,13.0,ua2243,active
8060,united airlines,rno,True,2023-09-08t08:25:00.000,8.0,ua5409,active
8064,united airlines,smf,True,2023-09-08t08:25:00.000,23.0,ua5507,active
8066,united airlines,ont,True,2023-09-08t08:26:00.000,5.0,ua2357,active
8070,united airlines,yvr,True,2023-09-08t08:30:00.000,21.0,ua784,active
8071,united airlines,cmh,True,2023-09-08t08:30:00.000,11.0,ua1263,active
8080,united airlines,dca,True,2023-09-08t08:30:00.000,24.0,ua1954,active
8082,united airlines,bur,True,2023-09-08t08:30:00.000,12.0,ua5920,active
8084,united airlines,pit,True,2023-09-08t08:32:00.000,21.0,ua2481,active
8092,delta air lines,lax,True,2023-09-08t08:35:00.000,5.0,dl2614,active
8094,united airlines,tpa,True,2023-09-08t08:35:00.000,38.0,ua573,active
8095,southwest airlines,san,True,2023-09-08t08:35:00.000,8.0,wn5997,active
8098,united airlines,lih,True,2023-09-08t08:38:00.000,35.0,ua1111,active
8103,air canada,yyz,True,2023-09-08t08:40:00.000,30.0,ac738,active
8108,american airlines,dfw,True,2023-09-08t08:43:00.000,9.0,aa2807,active
8111,united airlines,sba,True,2023-09-08t08:45:00.000,10.0,ua5905,active
8112,united airlines,cun,True,2023-09-08t08:46:00.000,15.0,ua1679,active
8114,frontier airlines,las,True,2023-09-08t08:47:00.000,6.0,f92078,active
8115,alaska airlines,pae,True,2023-09-08t08:50:00.000,76.0,as2424,active
8116,alaska airlines,san,True,2023-09-08t08:50:00.000,11.0,as3466,active
8118,united airlines,psp,True,2023-09-08t08:50:00.000,17.0,ua5466,active
8122,united airlines,den,True,2023-09-08t08:54:00.000,9.0,ua1826,active
8124,alaska airlines,pdx,True,2023-09-08t08:55:00.000,19.0,as3301,active
8125,united airlines,sbp,True,2023-09-08t08:55:00.000,50.0,ua5410,active
8130,united airlines,fat,True,2023-09-08t08:56:00.000,29.0,ua5299,active
8132,skywest airlines,boi,True,2023-09-08t08:56:00.000,21.0,oo5339,active
8133,american airlines,clt,True,2023-09-08t08:58:00.000,10.0,aa671,active
8136,jetblue airways,fll,True,2023-09-08t08:59:00.000,12.0,b6578,active
8144,american airlines,ord,True,2023-09-08t09:00:00.000,21.0,aa2828,active
8147,alaska airlines,sjd,True,2023-09-08t09:00:00.000,16.0,as1428,active
8149,united airlines,koa,True,2023-09-08t09:00:00.000,12.0,ua1721,active
8153,united airlines,lax,True,2023-09-08t09:00:00.000,21.0,ua2123,active
8156,united airlines,tus,True,2023-09-08t09:00:00.000,90.0,ua5217,active
8158,united airlines,bwi,True,2023-09-08t09:01:00.000,22.0,ua2603,active
8161,united airlines,iah,True,2023-09-08t09:04:00.000,23.0,ua299,active
8164,alaska airlines,mco,True,2023-09-08t09:05:00.000,35.0,as368,active
8166,united airlines,ogg,True,2023-09-08t09:05:00.000,24.0,ua1832,active
8171,united airlines,mco,True,2023-09-08t09:06:00.000,134.0,ua1997,active
8175,united airlines,aus,True,2023-09-08t09:08:00.000,8.0,ua1107,active
8177,united airlines,sjd,True,2023-09-08t09:10:00.000,95.0,ua1189,active
8181,united airlines,slc,True,2023-09-08t09:10:00.000,21.0,ua5872,active
8187,american airlines,lax,True,2023-09-08t09:15:00.000,10.0,aa3179,active
8191,alaska airlines,lax,True,2023-09-08t09:15:00.000,8.0,as3480,active
8194,united airlines,sna,True,2023-09-08t09:17:00.000,14.0,ua5415,active
8199,alaska airlines,sea,True,2023-09-08t09:20:00.000,13.0,as1113,active
8200,alaska airlines,sna,True,2023-09-08t09:20:00.000,13.0,as3324,active
8203,united airlines,hnl,True,2023-09-08t09:20:00.000,27.0,ua1175,active
8205,frontier airlines,ont,True,2023-09-08t09:23:00.000,17.0,f92754,active
8209,united airlines,sea,True,2023-09-08t09:23:00.000,20.0,ua1986,active
8217,united airlines,las,True,2023-09-08t09:25:00.000,30.0,ua2682,active
8218,southwest airlines,lax,True,2023-09-08t09:25:00.000,10.0,wn1015,active
8225,delta air lines,jfk,True,2023-09-08t09:36:00.000,178.0,dl2564,active
8228,united airlines,rdu,True,2023-09-08t09:53:00.000,10.0,ua689,active
8229,southwest airlines,bur,True,2023-09-08t09:55:00.000,3.0,wn3529,active
8231,alaska airlines,san,True,2023-09-08t10:00:00.000,24.0,as2036,active
8234,delta air lines,slc,True,2023-09-08t10:00:00.000,12.0,dl976,active
8236,alaska airlines,psp,True,2023-09-08t10:10:00.000,9.0,as3312,active
8239,delta air lines,sea,True,2023-09-08t10:15:00.000,6.0,dl2399,active
8247,american airlines,jfk,True,2023-09-08t10:20:00.000,7.0,aa164,active
8249,alaska airlines,ewr,True,2023-09-08t10:20:00.000,16.0,as294,active
8250,air india,del,True,2023-09-08t10:30:00.000,21.0,ai174,active
8253,alaska airlines,aus,True,2023-09-08t10:35:00.000,11.0,as3476,active
8257,united airlines,lax,True,2023-09-08t10:35:00.000,19.0,ua565,active
8261,united airlines,phx,True,2023-09-08t10:35:00.000,18.0,ua731,active
8263,united airlines,eug,True,2023-09-08t10:35:00.000,80.0,ua788,active
8265,united airlines,icn,True,2023-09-08t10:35:00.000,31.0,ua893,active
8266,united airlines,rdm,True,2023-09-08t10:35:00.000,10.0,ua1881,active
8267,united airlines,psc,True,2023-09-08t10:35:00.000,13.0,ua5230,active
8269,united airlines,geg,True,2023-09-08t10:35:00.000,7.0,ua5453,active
8272,united airlines,slc,True,2023-09-08t10:35:00.000,24.0,ua5462,active
8274,alaska airlines,jfk,True,2023-09-08t10:40:00.000,27.0,as30,active
8278,united airlines,sna,True,2023-09-08t10:40:00.000,16.0,ua360,active
8280,united airlines,hnd,True,2023-09-08t10:40:00.000,24.0,ua875,active
8283,united airlines,mex,True,2023-09-08t10:40:00.000,27.0,ua1271,active
8285,united airlines,mfr,True,2023-09-08t10:40:00.000,15.0,ua1533,active
8289,united airlines,yvr,True,2023-09-08t10:40:00.000,35.0,ua2051,active
8295,united airlines,ord,True,2023-09-08t10:42:00.000,31.0,ua2230,active
8299,united airlines,pdx,True,2023-09-08t10:43:00.000,10.0,ua1942,active
8302,delta air lines,msp,True,2023-09-08t10:45:00.000,9.0,dl1426,active
8305,united airlines,bos,True,2023-09-08t10:45:00.000,111.0,ua549,active
8307,united airlines,sba,True,2023-09-08t10:45:00.000,24.0,ua611,active
8308,united airlines,sjc,True,2023-09-08t10:45:00.000,18.0,ua2549,active
8309,southwest airlines,san,True,2023-09-08t10:45:00.000,10.0,wn992,active
8313,united airlines,dfw,True,2023-09-08t10:47:00.000,22.0,ua1240,active
8316,united airlines,san,True,2023-09-08t10:47:00.000,35.0,ua2669,active
8320,united airlines,las,True,2023-09-08t10:48:00.000,68.0,ua1961,active
8323,american airlines,phl,True,2023-09-08t10:50:00.000,13.0,aa2661,active
8325,united airlines,kix,True,2023-09-08t10:50:00.000,36.0,ua35,active
8328,jetblue airways,jfk,True,2023-09-08t10:52:00.000,19.0,b62116,active
8331,united airlines,cle,True,2023-09-08t10:52:00.000,30.0,ua1717,active
8334,united airlines,yyc,True,2023-09-08t10:52:00.000,38.0,ua2462,active
8339,alaska airlines,ogg,True,2023-09-08t10:55:00.000,17.0,as879,active
8341,united airlines,acv,True,2023-09-08t10:55:00.000,25.0,ua5966,active
8343,frontier airlines,dfw,True,2023-09-08t10:56:00.000,38.0,f92712,active
8346,united airlines,atl,True,2023-09-08t10:56:00.000,22.0,ua277,active
8355,delta air lines,lax,True,2023-09-08t10:59:00.000,19.0,dl2581,active
8361,united airlines,ewr,True,2023-09-08t11:00:00.000,36.0,ua1074,active
8362,netjets aviation,bzn,True,2023-09-08t11:00:00.000,45.0,1i685,active
8363,united airlines,sjc,True,2023-09-08t11:00:00.000,19.0,ua2569,active
8369,alaska airlines,lax,True,2023-09-08t11:05:00.000,8.0,as3306,active
8372,united airlines,iad,True,2023-09-08t11:05:00.000,45.0,ua487,active
8376,united airlines,aus,True,2023-09-08t11:05:00.000,23.0,ua1726,active
8380,united airlines,den,True,2023-09-08t11:05:00.000,34.0,ua1999,active
8382,united airlines,bna,True,2023-09-08t11:05:00.000,21.0,ua2183,active
8385,united airlines,mry,True,2023-09-08t11:05:00.000,25.0,ua5479,active
8386,southwest airlines,las,True,2023-09-08t11:05:00.000,21.0,wn2454,active
8387,united airlines,sbp,True,2023-09-08t11:06:00.000,21.0,ua5342,active
8389,united airlines,msp,True,2023-09-08t11:09:00.000,14.0,ua693,active
8390,united airlines,sin,True,2023-09-08t11:10:00.000,75.0,ua29,active
8391,southwest airlines,lax,True,2023-09-08t11:10:00.000,14.0,wn1658,active
8393,united airlines,bfl,True,2023-09-08t11:13:00.000,21.0,ua4671,active
8396,united airlines,abq,True,2023-09-08t11:14:00.000,34.0,ua246,active
8399,united airlines,msy,True,2023-09-08t11:14:00.000,28.0,ua2296,active
8404,jetblue airways,bos,True,2023-09-08t11:15:00.000,16.0,b6334,active
8408,united airlines,sea,True,2023-09-08t11:15:00.000,88.0,ua2315,active
8412,alaska airlines,sea,True,2023-09-08t11:25:00.000,14.0,as1289,active
8413,frontier airlines,dtw,True,2023-09-08t11:26:00.000,24.0,f91581,active
8417,united airlines,iah,True,2023-09-08t11:30:00.000,22.0,ua382,active
8420,singapore airlines,sin,True,2023-09-08t11:30:00.000,0.0,sq31,active
8422,united airlines,bzn,True,2023-09-08t11:30:00.000,0.0,ua4649,active
8423,united airlines,oth,True,2023-09-08t11:30:00.000,18.0,ua5595,active
8429,american airlines,lax,True,2023-09-08t11:32:00.000,10.0,aa4885,active
8433,american airlines,dfw,True,2023-09-08t11:35:00.000,20.0,aa1442,active
8434,alaska airlines,sna,True,2023-09-08t11:35:00.000,17.0,as3404,active
8439,alaska airlines,hnl,True,2023-09-08t11:37:00.000,21.0,as877,active
8440,alaska airlines,san,True,2023-09-08t11:40:00.000,25.0,as3385,active
8447,delta air lines,jfk,True,2023-09-08t11:41:00.000,70.0,dl487,active
8449,united airlines,nrt,True,2023-09-08t11:45:00.000,27.0,ua837,active
8450,alaska airlines,boi,True,2023-09-08t11:50:00.000,19.0,as2401,active
8454,alaska airlines,las,True,2023-09-08t11:50:00.000,28.0,as3325,active
8455,southwest airlines,den,True,2023-09-08t11:50:00.000,16.0,wn2306,active
8461,air canada,yyz,True,2023-09-08t11:55:00.000,34.0,ac740,active
8467,delta air lines,atl,True,2023-09-08t11:57:00.000,36.0,dl916,active
8471,jetblue airways,jfk,True,2023-09-08t12:00:00.000,25.0,b6416,active
8473,china eastern airlines,pvg,True,2023-09-08t12:00:00.000,0.0,mu590,active
8475,united airlines,bur,True,2023-09-08t12:03:00.000,6.0,ua5329,active
8479,delta air lines,dtw,True,2023-09-08t12:05:00.000,27.0,dl361,active
8482,ana,nrt,True,2023-09-08t12:15:00.000,52.0,nh7,active
8483,netjets aviation,sjc,True,2023-09-07t20:33:00.000,0.0,1i830,active
8484,netjets aviation,sjc,True,2023-09-07t20:51:00.000,5.0,1i800,active
8485,china airlines,tpe,True,2023-09-08t00:20:00.000,0.0,ci5107,active
8486,fedex,mem,True,2023-09-08t07:07:00.000,50.0,fx641,active
8487,netjets aviation,sjc,True,2023-09-08t07:12:00.000,2.0,1i316,active
8488,netjets aviation,jfk,True,2023-09-08t07:15:00.000,26.0,1i815,active
8489,netjets aviation,teb,True,2023-09-08t10:00:00.000,171.0,1i324,active
8499,american airlines,jfk,True,2023-09-08t12:18:00.000,0.0,aa16,active
8500,breeze airways,ric,True,2023-09-08t12:18:00.000,23.0,mx237,active
8504,jal,hnd,True,2023-09-08t12:20:00.000,20.0,jl1,active
8506,frontier airlines,las,True,2023-09-08t12:22:00.000,7.0,f92070,active
8509,delta air lines,msp,True,2023-09-08t12:24:00.000,12.0,dl2556,active
8516,alaska airlines,lax,True,2023-09-08t12:30:00.000,17.0,as3360,active
8523,united airlines,lhr,True,2023-09-08t12:30:00.000,18.0,ua901,active
8529,american airlines,dfw,True,2023-09-08t12:33:00.000,21.0,aa2387,active
8531,alaska airlines,ord,True,2023-09-08t12:35:00.000,12.0,as332,active
8534,american airlines,phx,True,2023-09-08t12:36:00.000,3.0,aa2016,active
8536,korean air,icn,True,2023-09-08t12:40:00.000,28.0,ke24,active
8537,southwest airlines,bur,True,2023-09-08t12:40:00.000,3.0,wn2319,active
8538,frontier airlines,mdw,True,2023-09-08t12:49:00.000,34.0,f92482,active
8541,air canada,yul,True,2023-09-08t12:50:00.000,14.0,ac762,active
8546,american airlines,ord,True,2023-09-08t12:51:00.000,25.0,aa2163,active
8548,united airlines,pvg,True,2023-09-08t12:55:00.000,33.0,ua857,active
8552,united airlines,bos,True,2023-09-08t12:55:00.000,90.0,ua2652,active
8553,united airlines,rdd,True,2023-09-08t12:55:00.000,11.0,ua5619,active
8554,jetblue airways,lax,True,2023-09-08t13:00:00.000,42.0,b62836,active
8558,eva air,tpe,True,2023-09-08t13:00:00.000,40.0,br7,active
8565,united airlines,ord,True,2023-09-08t13:00:00.000,38.0,ua242,active
8569,united airlines,iah,True,2023-09-08t13:00:00.000,20.0,ua1007,active
8575,united airlines,ewr,True,2023-09-08t13:00:00.000,52.0,ua1770,active
8581,united airlines,den,True,2023-09-08t13:00:00.000,21.0,ua2368,active
8583,united airlines,acv,True,2023-09-08t13:00:00.000,8.0,ua5385,active
8587,united airlines,smf,True,2023-09-08t13:00:00.000,28.0,ua5992,active
8591,air canada,yvr,True,2023-09-08t13:05:00.000,5.0,ac567,active
8593,alaska airlines,dal,True,2023-09-08t13:05:00.000,14.0,as416,active
8595,delta air lines,bos,True,2023-09-08t13:05:00.000,22.0,dl977,active
8603,delta air lines,lax,True,2023-09-08t13:05:00.000,15.0,dl2272,active
8609,united airlines,pdx,True,2023-09-08t13:05:00.000,20.0,ua205,active
8610,united airlines,hkg,True,2023-09-08t13:05:00.000,25.0,ua869,active
8615,american airlines,mia,True,2023-09-08t13:06:00.000,7.0,aa2045,active
8618,united airlines,psp,True,2023-09-08t13:06:00.000,0.0,ua4808,active
